,w,i,e,d,r,a,u,f,n,h,m, ,s,t,z,g,p,o,c,k,l,ã,¤,",",1,7,.,b,¼,j,ÿ,¶,"""",-,v,(,),x,?,4,3,6,q,!,y,9,8,­,¡,0,„,:,³,;,5,2,/,–,%,œ,â,º,©
q,0.012552018757442211,0.07231681418101914,0.1334258111243417,0.043186310013380635,0.06542394520077092,0.04085390554989504,0.033439314518604,0.013976013061464995,0.08657517094069554,0.03545868575146389,0.021740464762278883,0.130412099041259,0.048342151458980374,0.049029596985060334,0.009992511754090916,0.026675341574495772,0.007967002614748161,0.02323197603761309,0.023643215771964498,0.01174181510170511,0.025668724911307252,0.017977928088287645,0.006002872540233977,0.010765887970930876,0.0008040657492542443,0.00011662022317427972,0.0058371490651968425,0.015025595070033513,0.0054811504891911465,0.001104823166914229,0.0038607431777169443,0.002099164017137035,9.820650372570923e-05,0.001601993592025632,0.007316384527565338,0.0002455162593142731,0.00027620579172855724,0.0003068953241428414,0.00014117184910570702,0.00014730975558856387,0.00011662022317427972,0.00017186138151999115,0.00014730975558856387,0.00034986066952283915,0.00019641300745141846,0.000957513411325665,0.0001350339426228502,1.2275812965713654e-05,1.8413719448570483e-05,0.0009452375983599514,0.0003068953241428414,0.0002271025398657026,3.068953241428414e-05,0.00011662022317427972,0.00029461951117712773,0.0005646873964228281,0.00023937835283141626,7.979278427713875e-05,9.206859724285241e-05,7.979278427713875e-05,2.4551625931427308e-05,1.8413719448570483e-05,1.2275812965713654e-05
!,0.012567886839925133,0.07240035592648277,0.13340492774078733,0.043257340983707156,0.06541069620447362,0.04086404222024485,0.033291399466110275,0.013985456107514345,0.08656377527538277,0.035463778343714523,0.021754472093522752,0.1303856893007272,0.048350771685434626,0.04901966800650486,0.010002761498573225,0.026676076217360623,0.007965389217882238,0.023227271332576477,0.02363842778681231,0.011739437267957412,0.02566966340400724,0.01797428737995152,0.006001656899143936,0.010763707772084317,0.0008039029179834924,0.00011659660642508668,0.005835966984750391,0.015034825565340125,0.005480040501979074,0.0011045994292902949,0.0038599613390199747,0.0020987389156515604,9.81866159369151e-05,0.0016016691724709275,0.007314902887300175,0.0002638765303304593,0.0002761498573225737,0.0003068331748028597,0.00014114326040931546,0.00014727992390537264,0.00011659660642508668,0.0001718265778896014,0.00014727992390537264,0.00034978981927526003,0.0001963732318738302,0.0009573195053849223,0.00013500659691325826,1.2273326992114388e-05,1.840999048817158e-05,0.0009450461783928079,0.0003068331748028597,0.00022705654935411615,3.068331748028597e-05,0.00011659660642508668,0.0002945598478107453,0.0005645730416372619,0.00023932987634623057,7.977662544874351e-05,9.204995244085791e-05,7.977662544874351e-05,2.4546653984228776e-05,1.840999048817158e-05,1.2273326992114388e-05
y,0.012551402442766832,0.07231326336463512,0.13341925980482416,0.04318418952924569,0.06542073283004972,0.04085189958878046,0.033290370097587924,0.01397532682747192,0.08660774565764438,0.03545694470017799,0.021739397287178542,0.13043024611796478,0.048456392315718404,0.04902718959062174,0.009998158718468054,0.026674031792794452,0.007972749033327196,0.023230835328054995,0.023642054870189652,0.01174123856871049,0.02566746455533051,0.017977045356901738,0.006002577794144725,0.010771496961885473,0.0008040262689498558,0.00011661449702326153,0.005836862456269564,0.015024857300681274,0.005480881360093292,0.0011047689191677407,0.003860553611980605,0.0020990609464187075,9.820168170379918e-05,0.001601914932793224,0.007316025286933038,0.00024550420425949795,0.0002761922297919352,0.0003068802553243724,0.00014116491744921132,0.00014730252255569878,0.00011661449702326153,0.00017185294298164856,0.00014730252255569878,0.00034984349106978457,0.00019640336340759836,0.000957466396612042,0.00013502731234272386,1.2275210212974898e-05,1.8412815319462347e-05,0.000945191186399067,0.0003068802553243724,0.0002270913889400356,3.068802553243724e-05,0.00011661449702326153,0.00029460504511139756,0.0005646596697968453,0.0002393665991530105,7.978886638433683e-05,9.206407659731172e-05,7.978886638433683e-05,2.4550420425949795e-05,1.8412815319462347e-05,1.2275210212974898e-05
9,0.012541857298808983,0.07225827026629215,0.13331779655819545,0.04315134863296822,0.06537098139266746,0.040820832362284884,0.033265053295227345,0.013964698811436702,0.08650508420523262,0.03542998025194107,0.021722864817790424,0.13044758178272228,0.04830301617868927,0.04898990518478541,0.009984422338611748,0.026653746611552002,0.007960552945649907,0.02321316864351687,0.02362407545966367,0.011732309541624247,0.02564794485262551,0.017963374096924944,0.005998012928232365,0.010757172470469905,0.0008034148196303066,0.00014105756375188587,0.005838556551817189,0.015013431133244201,0.00547671323610583,0.0011039287597973677,0.003857617721736357,0.002097464643614999,9.812700087087713e-05,0.0016006967017061832,0.007310461564880346,0.00024531750217719284,0.00034344450304807,0.000306646877721491,0.00014105756375188587,0.0001778551890784648,0.00012265875108859642,0.00019625400174175426,0.0001471905013063157,0.0003495774406024998,0.00019625400174175426,0.0015087026383897358,0.000171722251524035,1.2265875108859642e-05,1.839881266328946e-05,0.0009506053209366222,0.000306646877721491,0.00022691868951390338,3.0664687772149105e-05,0.0001165258135341666,0.000306646877721491,0.0005642302550075435,0.00028824806505820157,7.972818820758766e-05,9.199406331644731e-05,7.972818820758766e-05,2.4531750217719283e-05,1.839881266328946e-05,1.2265875108859642e-05
8,0.012552172845568378,0.07231770193960226,0.1334274490547508,0.04318684016695311,0.0654247483427449,0.04085440707095507,0.033292413454456174,0.013976184630493493,0.08657623373434814,0.03545912104100172,0.021740731647434324,0.13045052786643752,0.04834274490547508,0.049030198870611344,0.00999263442180211,0.026675669040019643,0.007967100417382765,0.02323226123250675,0.023643506015222197,0.011741959243800639,0.025669040019641542,0.0179781487846796,0.006002946231279155,0.010766020132580408,0.0008102136017677388,0.00012275963663147557,0.005855634667321385,0.01502577952369261,0.005481217775595384,0.00110483672968328,0.0038607905720599066,0.002099189786398232,9.820770930518046e-05,0.0016020132580407563,0.007316474343235944,0.0002516572550945249,0.00027620918242082,0.00030689909157868893,0.0001411735821261969,0.0001473115639577707,0.00012275963663147557,0.00017800147311563958,0.0001473115639577707,0.00034986496439970535,0.00019641541861036092,0.0009636631475570832,0.00013503560029462313,1.2275963663147557e-05,1.8413945494721336e-05,0.0009513871838939357,0.00030689909157868893,0.0002271053277682298,3.068990915786889e-05,0.00012275963663147557,0.0003007611097471151,0.0005646943285047876,0.00026393321875767245,7.979376381045912e-05,9.206972747360668e-05,7.979376381045912e-05,2.4551927326295114e-05,1.8413945494721336e-05,1.2275963663147557e-05
­,0.012553713934929404,0.07232658072437077,0.13344996930632289,0.043192142418661754,0.06543278084714549,0.040859422958870475,0.03329650092081031,0.013977900552486188,0.08658686310620012,0.03546347452424801,0.02174340085942296,0.13043585021485574,0.048348680171884595,0.04903621853898097,0.009993861264579497,0.026678944137507675,0.007968078575813383,0.02323511356660528,0.023646408839779004,0.01174340085942296,0.02567219152854512,0.017980356046654388,0.006003683241252302,0.010767341927562922,0.0008041743400859423,0.00011663597298956415,0.005837937384898711,0.015027624309392265,0.005481890730509515,0.0011049723756906078,0.0038612645794966235,0.0020994475138121547,9.821976672805402e-05,0.0016022099447513811,0.007317372621240025,0.00024554941682013506,0.00027624309392265195,0.0003069367710251688,0.00014119091467157765,0.00014732965009208102,0.00011663597298956415,0.00017188459177409454,0.00014732965009208102,0.0003499079189686924,0.00019643953345610803,0.0009576427255985267,0.00013505217925107428,1.2277470841006752e-05,1.8416206261510128e-05,0.00094536525475752,0.0003069367710251688,0.00022713321055862492,3.069367710251688e-05,0.00011663597298956415,0.00029465930018416205,0.0005647636586863106,0.00023941068139963167,7.98035604665439e-05,9.208103130755064e-05,7.98035604665439e-05,2.4554941682013504e-05,1.8416206261510128e-05,1.2277470841006752e-05
¡,0.012553636871474086,0.07232613673335339,0.1334430113995617,0.04319187727515485,0.0654323791750818,0.040859172135223235,0.03329629652365547,0.013977814746379703,0.08659860897109287,0.03546325682469721,0.021743267383257315,0.13042891081086058,0.04834838337395105,0.04903591752045721,0.009993799915285971,0.02667878036353368,0.007968029662187464,0.02323497093326622,0.023646263681622582,0.011743328770234682,0.025678172632457752,0.01798024567068342,0.006003646386455577,0.0107672758301054,0.000804169403502741,0.00011663525699658075,0.0058379015475657,0.01502753205934893,0.005481857078839295,0.001104965592599186,0.0038612408763604887,0.0020994346259384533,9.821916378659432e-05,0.0016022001092688197,0.007317327702101277,0.0002455479094664858,0.0002762413981497965,0.00030693488683310725,0.00014119004794322932,0.00014732874567989146,0.00011663525699658075,0.00017188353662654003,0.00014732874567989146,0.00034990577098974223,0.00019643832757318863,0.0009576368469192946,0.0001350513502065672,1.227739547332429e-05,1.8416093209986433e-05,0.0009453594514459702,0.00030693488683310725,0.00022713181625649934,3.069348868331072e-05,0.00011663525699658075,0.0002946574913597829,0.0005647601917729173,0.00023940921172982364,7.980307057660788e-05,9.208046604993217e-05,7.980307057660788e-05,2.455479094664858e-05,1.8416093209986433e-05,1.227739547332429e-05
0,0.01254201113755121,0.07225915658808232,0.13331943183769596,0.043151877928513604,0.06537178323479625,0.04082133307165812,0.0332654613252214,0.013964870102789293,0.08650614527880676,0.035430414836984524,0.02172313127100557,0.13044304884331379,0.04830360866472046,0.048990506096214706,0.009984544807791379,0.026654073547089274,0.00796065058999583,0.023213453376836838,0.023624365233177146,0.01173245345043299,0.025648259450972696,0.017963594436130804,0.005998086500012266,0.010769570443784805,0.0008892868532738022,0.0001533253195299659,0.0058386281677011015,0.015013615288374261,0.005476780413610382,0.0011039423006157544,0.003857665039373942,0.0020974903711699334,9.812820449917818e-05,0.0016559134509236317,0.007310551235188774,0.0002514535240291441,0.0002759855751539386,0.0003066506390599318,0.00014105929396756862,0.00016559134509236317,0.00012879326840517136,0.00026371954959154137,0.00014719230674876727,0.00034958172852832226,0.00019625640899835635,0.0009567499938669872,0.00016559134509236317,1.2266025562397272e-05,1.8399038343595908e-05,0.0013369967863013027,0.0003066506390599318,0.00022692147290434954,3.066506390599318e-05,0.00011652724284277408,0.00031278365184113046,0.0005826362142138705,0.0002514535240291441,7.972916615558226e-05,9.812820449917818e-05,7.972916615558226e-05,3.066506390599318e-05,1.8399038343595908e-05,1.2266025562397272e-05
„,0.012550015956010506,0.0723052753025505,0.13340452168790043,0.04317941920121757,0.06541964307631883,0.04084738689643322,0.0332928296143555,0.01397378304735253,0.08685592949898127,0.03545302795983995,0.02173699585143727,0.13039129047303435,0.04833443798021455,0.04902177381741414,0.009990917347865577,0.026671085254191523,0.007965731398973906,0.02322826914107568,0.02363944325797187,0.011739941576453838,0.025664629206863538,0.017975059528193043,0.00600191472126077,0.010764170164715123,0.0008039374524388148,0.00011660161523921742,0.005836217689078724,0.015023197584505486,0.005480275916243219,0.0011046468812136387,0.003860127157129882,0.0020988290743059134,9.819083388565677e-05,0.0016017379777597761,0.007315217124481429,0.0002454770847141419,0.00027616172030340967,0.0003068463558926774,0.00014114932371063162,0.00014728625082848515,0.00011660161523921742,0.00017183395929989934,0.00014728625082848515,0.00034980484571765227,0.00019638166777131353,0.0009573606303851536,0.00013501239659277807,1.2273854235707096e-05,1.8410781353560644e-05,0.0009450867761494464,0.0003068463558926774,0.00022706630336058128,3.068463558926774e-05,0.00011660161523921742,0.0002945725016569703,0.0005645972948425265,0.0002393401575962884,7.978005253209613e-05,9.205390676780323e-05,7.978005253209613e-05,2.4547708471414192e-05,1.8410781353560644e-05,1.2273854235707096e-05
:,0.012551017276828183,0.07231104428146193,0.13341516555681712,0.04318900174916378,0.06541872525853869,0.04085678337987541,0.03328934851321079,0.013974897965446344,0.0865682634179274,0.03545585662994446,0.02173873016847209,0.1306165035136711,0.04833829441188204,0.04902568508914598,0.009991714487372265,0.02667321324454537,0.007966366956148158,0.023230122441464388,0.023641329364470495,0.01174087826433854,0.0256666768956946,0.017976493693804278,0.0060023935925369015,0.010765028999294197,0.000804001595728358,0.00011661091846441833,0.005836683339982202,0.015024396231626108,0.005480713167827661,0.0011047350170313316,0.0038604351428483752,0.00209899653235953,9.81986681805628e-05,0.0016018657746954307,0.007315800779451928,0.000245496670451407,0.0002761837542578329,0.00030687083806425877,0.00014116058550955903,0.0001472980022708442,0.00011661091846441833,0.0001718476693159849,0.0001472980022708442,0.00034983275539325495,0.0001963973363611256,0.0009574370147604873,0.00013502316874827386,1.227483352257035e-05,1.8412250283855526e-05,0.000945162181237917,0.00030687083806425877,0.00022708442016755148,3.0687083806425876e-05,0.00011661091846441833,0.0002945960045416884,0.0005646423420382361,0.00023935925369012183,7.978641789670728e-05,9.206125141927762e-05,7.978641789670728e-05,2.45496670451407e-05,1.8412250283855526e-05,1.227483352257035e-05
³,0.012553482747401827,0.07232524876767156,0.1334413730870518,0.04319134699790673,0.0654315758457487,0.04085867049716702,0.03329588773687409,0.013977643137327122,0.08661596164588743,0.035462821433613866,0.021743000435842187,0.1304273095032013,0.04834778978901555,0.049035315494496724,0.009993677218958521,0.026678452821617772,0.0079679318367372,0.023234685671841525,0.023645973370656156,0.0117431845945133,0.02567171875287748,0.017980024922806825,0.006003572678219554,0.010767143637624843,0.0008041595305181611,0.0001166338250369852,0.005837829874219627,0.015027347562659988,0.005481789776738305,0.0011049520266661755,0.0038611934709612467,0.0020994088506657337,9.821795792588228e-05,0.0016021804386659546,0.00731723786547823,0.00024554489481470567,0.0002762380066665439,0.0003069311185183821,0.00014118831451845576,0.00014732693688882342,0.0001166338250369852,0.00017188142637029397,0.00014732693688882342,0.0003499014751109556,0.00019643591585176456,0.0009576250897773521,0.00013504969214808813,1.2277244740735285e-05,1.8415867111102927e-05,0.0009453478450366169,0.0003069311185183821,0.00022712902770360274,3.069311185183821e-05,0.0001166338250369852,0.00029465387377764683,0.000564753258073823,0.00023940627244433804,7.980209081477934e-05,9.207933555551463e-05,7.980209081477934e-05,2.455448948147057e-05,1.8415867111102927e-05,1.2277244740735285e-05
;,0.012552403984851182,0.07231903361834553,0.13342990602576774,0.04318763542171781,0.0654259530926791,0.040873573660207344,0.03329302651043169,0.013976441991934544,0.0865778279737535,0.035459773995347325,0.021741131987453734,0.1305143109681617,0.04834363510253688,0.049031101726646084,0.009992818429016002,0.026676160253380557,0.007967247125837082,0.023232689037976394,0.023643941393470296,0.011742175463579614,0.025669512696649213,0.01797847983942744,0.006003056771239343,0.010766218381138863,0.0008040904264134498,0.00011662380230424081,0.0058373282100701585,0.01502605621267271,0.005481318708299318,0.0011048570744612287,0.0038608616657561825,0.0020992284414763345,9.820951772988699e-05,0.0016020427579687816,0.0073166090708765815,0.0002455237943247175,0.0002762142686153072,0.0003069047429058969,0.00014117618173671256,0.0001473142765948305,0.00011662380230424081,0.00017186665602730224,0.0001473142765948305,0.00034987140691272246,0.00019641903545977398,0.0009575427978663982,0.00013503808687859463,1.2276189716235874e-05,1.841428457435381e-05,0.0009452666081501623,0.0003069047429058969,0.0002271095097503637,3.0690474290589685e-05,0.00011662380230424081,0.000294628553189661,0.0005647047269468502,0.00023938569946659955,7.979523315553319e-05,9.207142287176906e-05,7.979523315553319e-05,2.4552379432471748e-05,1.841428457435381e-05,1.2276189716235874e-05
5,0.012550169994967659,0.07230616277785279,0.13340615909565132,0.04317994918561978,0.065414309034895,0.040847888257459525,0.033287101248266296,0.013973954561633915,0.08656241945184294,0.03545346311047832,0.021737262651430535,0.1304849459330085,0.04833503123734243,0.04902237551090546,0.009991039976433911,0.026671412615222222,0.007965829170400009,0.02322855424496459,0.023639733408613896,0.011740085672554098,0.025664944214647798,0.017975280154161503,0.006001988388791379,0.010770439286634835,0.0008039473199710333,0.00011660304640801246,0.005842426325285677,0.015023381979306027,0.005480343181176586,0.001104660439654855,0.0038601745363494653,0.0020988548353442246,9.819203908043156e-05,0.0017060866790224983,0.007315306911492151,0.0002454800977010789,0.00027616510991371375,0.0003068501221263486,0.00014115105617812035,0.00014728805862064732,0.00011660304640801246,0.00017183606839075522,0.00014728805862064732,0.00034980913922403743,0.0001963840781608631,0.0009573723810342076,0.0001534250610631743,1.2274004885053945e-05,1.8411007327580915e-05,0.0009573723810342076,0.0003068501221263486,0.00022706909037349796,3.068501221263486e-05,0.00011660304640801246,0.0003068501221263486,0.0005646042247124814,0.0002823021123562407,7.978103175285063e-05,9.205503663790458e-05,7.978103175285063e-05,2.454800977010789e-05,1.8411007327580915e-05,1.2274004885053945e-05
2,0.01254678201116633,0.07228664335235291,0.13337014540769374,0.043168292533284254,0.0653966501012332,0.0408368611571262,0.03327811522179275,0.013970182219768083,0.08653905147555065,0.03544389226332904,0.021731394564083687,0.1304067734216823,0.04832198294373888,0.04900914166513283,0.00998834284311921,0.026664212528375975,0.007963678753297749,0.02322228357567949,0.023633351739370513,0.011736916375237745,0.025658015829191975,0.017970427633597155,0.006000368120743604,0.010767531750414136,0.0008528130560157065,0.00012884226026136573,0.005871525860482238,0.015019326339039204,0.005478863733971409,0.0011043622308117063,0.00385913246211424,0.0020982882385422418,9.816553162770722e-05,0.0016320019633106325,0.007313332106264188,0.00024541382906926803,0.0002760905577029266,0.0003067672863365851,0.00014111295171482914,0.00016565433462175595,0.00013497760598809742,0.00017178968034848763,0.00014724829744156083,0.00034971470642370696,0.00019633106325541444,0.0009693846248236088,0.00013497760598809742,1.2270691453463403e-05,1.8406037180195103e-05,0.0012147984538928768,0.0003067672863365851,0.00022700779188907294,3.0676728633658504e-05,0.00011657156880790233,0.0003374440149702436,0.0005767224983127799,0.00024541382906926803,7.975949444751212e-05,9.203018590097552e-05,7.975949444751212e-05,2.4541382906926805e-05,1.8406037180195103e-05,1.2270691453463403e-05
/,0.012550863217071629,0.07231015668632662,0.13344421463510436,0.04319460895929102,0.06541792226443349,0.04085014453439059,0.03328893989701541,0.013974726428005917,0.08656720081994881,0.03545542142054905,0.021738463332453647,0.13040009328758967,0.048337701074648486,0.04902508331440986,0.009991591842245776,0.026672885839312127,0.00796626917152028,0.023229837299078786,0.023641039174650325,0.011746871490207872,0.02566636184537582,0.01797627303804538,0.006002319915059195,0.01076489686197733,0.0009021891896868115,0.000116609487102377,0.00583661169654529,0.01502421181192731,0.005480645893811718,0.001104721456759361,0.0038603877572313226,0.002098970767842786,9.81974628230543e-05,0.0016018461123010735,0.007315710980317546,0.0002454936570576358,0.00027618036418984023,0.00030686707132204473,0.00014115885280814057,0.00014729619423458146,0.00012888416995525878,0.00017184555994034505,0.00014729619423458146,0.000349828461307131,0.0001963949256461086,0.0009696999453776613,0.0001350215113816997,1.2274682852881788e-05,1.8412024279322682e-05,0.0009574252625247795,0.00030686707132204473,0.00022708163277831308,3.0686707132204473e-05,0.000116609487102377,0.00030686707132204473,0.0006075968012176485,0.00023935631563119488,7.978543854373163e-05,9.206012139661342e-05,7.978543854373163e-05,2.4549365705763576e-05,1.8412024279322682e-05,1.2274682852881788e-05
–,0.012552866288955319,0.07232169712296899,0.13343482023927175,0.043189226019114735,0.06542836272566002,0.04085666406811081,0.033294252690119146,0.014007648347870924,0.08658101662871139,0.035461079976183314,0.021741932711726034,0.13042090466573775,0.04838224552056031,0.04903290753847193,0.009993186463774699,0.02667714273437644,0.007967540558955504,0.023233544696183807,0.02364481219807134,0.01174260792702764,0.025682734744737923,0.017979141985501285,0.006003277863373253,0.010766614900160211,0.0008041200410039838,0.00011662809755019612,0.0058375431984335,0.015026609621204216,0.005481520584859218,0.001104897766265016,0.003861003861003861,0.00209930575590353,9.821313477911252e-05,0.001602101761084273,0.007316878541043883,0.0002455328369477813,0.000276224441566254,0.00030691604618472663,0.00014118138124497425,0.00014731970216866878,0.00011662809755019612,0.00017187298586344692,0.00014731970216866878,0.00034988429265058835,0.00019642626955822503,0.0009575780640963471,0.0001350430603212797,1.2276641847389064e-05,1.8414962771083598e-05,0.000945301422248958,0.00030691604618472663,0.0002271178741766977,3.069160461847266e-05,0.00011662809755019612,0.00029463940433733756,0.000564725524979897,0.00023939451602408677,7.979817200802892e-05,9.2074813855418e-05,7.979817200802892e-05,2.455328369477813e-05,1.8414962771083598e-05,1.2276641847389064e-05
%,0.012552712183803626,0.07232080926629551,0.13343318212788421,0.04318869580696445,0.06542755949494515,0.04085616249163664,0.0332938439535212,0.013976785155266921,0.08657995371762843,0.03546064463854941,0.021741665797081876,0.13047454776475786,0.04834482208295225,0.04903230558641729,0.009993063782509684,0.0266768152326702,0.007967442745514476,0.023233259469778347,0.023644521922744043,0.011742463769005543,0.025670142959739246,0.017978921264724116,0.006003204164185792,0.010778759215041157,0.0008041101692314303,0.00011662666576639064,0.005862024516152793,0.015026425147164438,0.0054814532910203604,0.0011048842019973852,0.0038609564614241958,0.002099279983795032,9.821192906643423e-05,0.0016020820928962084,0.00731678871544935,0.00024552982266608556,0.0002762210504993463,0.00030691227833260697,0.0001411796480329992,0.00014731789359965136,0.00011662666576639064,0.0001718708758662599,0.00014731789359965136,0.00034987999729917194,0.00019642385813286846,0.0009575663083977338,0.00013504140246634706,1.2276491133304279e-05,1.841473669995642e-05,0.0009452898172644295,0.00030691227833260697,0.00022711508596612916,3.0691227833260695e-05,0.00011662666576639064,0.0002946357871993027,0.0005647185921319968,0.00023939157709943344,7.979719236647782e-05,9.207368349978209e-05,7.979719236647782e-05,2.4552982266608558e-05,1.841473669995642e-05,1.2276491133304279e-05
œ,0.012552866288955319,0.07232169712296899,0.13343482023927175,0.043189226019114735,0.06542836272566002,0.04085666406811081,0.033294252690119146,0.013976956743252451,0.08658101662871139,0.035461079976183314,0.021741932711726034,0.13042090466573775,0.04834541559501814,0.04903290753847193,0.009993186463774699,0.02667714273437644,0.007967540558955504,0.023233544696183807,0.02364481219807134,0.01174260792702764,0.025670458102890537,0.017979141985501285,0.006003277863373253,0.010766614900160211,0.0008041200410039838,0.00011662809755019612,0.0058375431984335,0.015106407793212245,0.005481520584859218,0.001104897766265016,0.003861003861003861,0.00209930575590353,9.821313477911252e-05,0.001602101761084273,0.007316878541043883,0.0002455328369477813,0.000276224441566254,0.00030691604618472663,0.00014118138124497425,0.00014731970216866878,0.00011662809755019612,0.00017187298586344692,0.00014731970216866878,0.00034988429265058835,0.00019642626955822503,0.0009575780640963471,0.0001350430603212797,1.2276641847389064e-05,1.8414962771083598e-05,0.000945301422248958,0.00030691604618472663,0.0002271178741766977,3.069160461847266e-05,0.00011662809755019612,0.00029463940433733756,0.000564725524979897,0.00023939451602408677,7.979817200802892e-05,9.2074813855418e-05,7.979817200802892e-05,2.455328369477813e-05,1.8414962771083598e-05,1.2276641847389064e-05
â,0.0125535598089649,0.07232569274778701,0.13344219223827822,0.04319161213490319,0.06543197750794956,0.04085892131465544,0.03329609212901008,0.013977728941326687,0.08658580005156474,0.03546303912781918,0.0217431339087304,0.130428110152116,0.048348086579661394,0.049035616505629154,0.00999373856674565,0.026678616591570392,0.007967980749162072,0.02323482830167831,0.023646118525248307,0.011743256681931468,0.025671876342831888,0.017980135296067574,0.006003609532111331,0.01076720973345938,0.0008041644669801476,0.00011663454101238781,0.005837865710672675,0.015027439810438177,0.005481823427582228,0.0011049588095910425,0.003861217173515365,0.0020994217382229808,9.82185608525371e-05,0.0016021902739070115,0.0073172827835140146,0.0002455464021313428,0.0002762397023977606,0.00030693300266417846,0.0001411891812255221,0.00014732784127880567,0.00011663454101238781,0.00017188248149193995,0.00014732784127880567,0.00034990362303716346,0.0001964371217050742,0.0009576309683122368,0.00013505052117223853,1.841598015985071e-05,1.841598015985071e-05,0.0009453536482056697,0.00030693300266417846,0.00022713042197149207,3.069330026641785e-05,0.00011663454101238781,0.00029465568255761135,0.0005647567249020884,0.0002394077420780592,7.98025806926864e-05,9.207990079925353e-05,7.98025806926864e-05,2.4554640213134275e-05,3.683196031970142e-05,1.2277320106567138e-05
º,0.012553636871474086,0.07232613673335339,0.1334430113995617,0.04319187727515485,0.0654323791750818,0.040859172135223235,0.03329629652365547,0.013977814746379703,0.08658633157561955,0.03546325682469721,0.021743267383257315,0.13043504950859725,0.04834838337395105,0.04903591752045721,0.009993799915285971,0.02667878036353368,0.007968029662187464,0.02323497093326622,0.023658541077095904,0.011743328770234682,0.02567203393472109,0.01798024567068342,0.006003646386455577,0.0107672758301054,0.000804169403502741,0.00011663525699658075,0.0058379015475657,0.01502753205934893,0.005481857078839295,0.001104965592599186,0.0038612408763604887,0.0020994346259384533,9.821916378659432e-05,0.0016022001092688197,0.007317327702101277,0.0002455479094664858,0.0002762413981497965,0.00030693488683310725,0.00014119004794322932,0.00014732874567989146,0.00011663525699658075,0.00017188353662654003,0.00014732874567989146,0.00034990577098974223,0.00019643832757318863,0.0009576368469192946,0.0001350513502065672,1.227739547332429e-05,1.8416093209986433e-05,0.0009453594514459702,0.00030693488683310725,0.00022713181625649934,3.069348868331072e-05,0.00011663525699658075,0.0002946574913597829,0.0005647601917729173,0.00023940921172982364,7.980307057660788e-05,9.208046604993217e-05,7.980307057660788e-05,2.455479094664858e-05,1.8416093209986433e-05,1.227739547332429e-05
©,0.012553713934929404,0.07232658072437077,0.1334438305709024,0.043192142418661754,0.06543278084714549,0.040859422958870475,0.033302639656230815,0.013977900552486188,0.08659300184162062,0.03546347452424801,0.02174340085942296,0.13042971147943525,0.048348680171884595,0.04903621853898097,0.009993861264579497,0.026678944137507675,0.007968078575813383,0.02323511356660528,0.023646408839779004,0.01174340085942296,0.02567219152854512,0.017980356046654388,0.006003683241252302,0.010767341927562922,0.0008041743400859423,0.00011663597298956415,0.005837937384898711,0.015027624309392265,0.005481890730509515,0.0011049723756906078,0.0038612645794966235,0.0020994475138121547,9.821976672805402e-05,0.0016022099447513811,0.007317372621240025,0.00024554941682013506,0.00027624309392265195,0.0003069367710251688,0.00014119091467157765,0.00014732965009208102,0.00011663597298956415,0.00017188459177409454,0.00014732965009208102,0.0003499079189686924,0.00019643953345610803,0.0009576427255985267,0.00013505217925107428,1.2277470841006752e-05,1.8416206261510128e-05,0.00094536525475752,0.0003069367710251688,0.00022713321055862492,3.069367710251688e-05,0.00011663597298956415,0.00029465930018416205,0.0005647636586863106,0.00023941068139963167,7.98035604665439e-05,9.208103130755064e-05,7.98035604665439e-05,2.4554941682013504e-05,1.8416206261510128e-05,1.2277470841006752e-05
